id	name	birthYear
nm0442066	Adam Kaufman	NULL
nm0442075	Allan Kaufman	NULL
nm0442109	Charlie Kaufman	1958
nm0442127	Deborah Kaufman	NULL
nm0442190	Ken Kaufman	NULL
nm0442207	Lloyd Kaufman	1945
nm0442241	Philip Kaufman	1936
nm0442287	William Kaufman	NULL
nm0442288	William Kaufman	NULL
nm0442324	Judith Kaufmann	1962
nm0442337	Morten Kaufmann	1963
nm0442345	Rainer Kaufmann	1959
nm0442358	Olga KaufmanovÃƒÂ¡	NULL
nm0442381	Tero Kaukomaa	NULL
nm0442396	Rajeev Kaul	NULL
nm0442454	Aki KaurismÃƒÂ¤ki	1957
nm0442470	Kamini Kaushal	1927
nm0442472	Raj Kaushal	NULL
nm0442479	Satish Kaushik	1956
nm0442543	Christine Kavanagh	NULL
nm0442588	Sinead Kavanagh	NULL
nm0442622	Rick Kavanian	1971
nm0442626	Maria Kavardjikova	1956
nm0442668	Maria Kavoyianni	1958
nm0442671	Nikos Kavoukidis	NULL
nm0442675	Andrew Kavovit	1971
nm0442693	Ãƒâ€“mer Kavur	1944
nm0442749	Jean Kawahara	NULL
nm0442754	Sabu Kawahara	1946
nm0442766	Kenji Kawai	1957
nm0442786	Jennifer Kawaja	NULL
nm0442798	KÃƒÂ´ichi Kawakami	NULL
nm0442799	Maiko Kawakami	1966
nm0442819	Jerzy Kawalerowicz	1922
nm0442878	KenzÃƒÂ´ Kawarasaki	1943
nm0442895	Masahiro Kawasaki	1949
nm0442896	Minoru Kawasaki	NULL
nm0442897	Nina Kawasaki	NULL
nm0442905	Naomi Kawase	1969
nm0442908	Akimasa Kawashima	NULL
nm0442930	Kazumi Kawashiro	NULL
nm0442952	Taro Kawazu	NULL
nm0443004	Billy Kay	1985
nm0443153	Peter Kay	1973
nm0443218	Selda Kaya	1976
nm0443221	BÃƒÂ¼lent Kayabas	NULL
nm0443235	Naoki Kayano	NULL
nm0443426	Raju Kaygee	NULL
nm0443433	Howard Kaylan	1947
nm0443469	Adrian Kays	NULL
nm0443529	Elisabeth Kaza	1924
nm0443535	Emmanuil Kazakevich	1913
nm0443559	Morio Kazama	1949
nm0443561	Shiori Kazama	NULL
nm0443563	TÃƒÂ´ru Kazama	NULL
nm0443570	Akiko Kazami	1921
nm0443572	Andrew Kazamia	NULL
nm0443592	StÃƒÂ©phane Kazandjian	NULL
nm0443613	Stavros Kazantzidis	1964
nm0443702	Chris Kazmier	NULL
nm0443706	Stephen Kazmierski	NULL
nm0443737	Behzad Kazzazi	NULL
nm0443752	Ke Shi	1964
nm0443897	Tommy Keane	NULL
nm0443911	Stephen Kearin	NULL
nm0443937	Gillian Kearney	1972
nm0443975	Thomas Kearney	NULL
nm0443988	Burt Kearns	NULL
nm0444098	Dominic Keating	1962
nm0444120	Kevin Keating	NULL
nm0444156	Zoe Keating	NULL
nm0444205	Brian L. Keaulana	NULL
nm0444223	Arielle Kebbel	1985
nm0444244	Abdellatif Kechiche	1960
nm0444245	Robert Kechichian	NULL
nm0444248	Salim Kechiouche	1979
nm0444272	Hrvoje Keckes	1975
nm0444290	Nurit Kedar	NULL
nm0444294	Richard Keddie	NULL
nm0444328	Dorota Kedzierzawska	1957
nm0444621	Monica Keena	1979
nm0444629	Caroline Keenan	1970
nm0444749	Brandon Keener	1974
nm0444807	M.M. Keeravani	NULL
nm0444819	Kirti Reddy	1978
nm0444832	Matt Keeslar	1972
nm0444842	Daron Keet	NULL
nm0444857	Douglas Keeve	NULL
nm0444872	Jeanne Kef	NULL
nm0444895	BjÃƒÂ¶rn Casapietra	1970
nm0444911	Maria Kehayioglou	NULL
nm0444916	Karen Kehela Sherwood	1965
nm0444940	Jack Kehler	1946
nm0444983	Jessica Kehrhahn	NULL
nm0444999	Christian Keiber	1970
nm0445020	Clemens Keiffenheim	NULL
nm0445044	Janet Tracy Keijser	NULL
nm0445056	Judith Keil	1973
nm0445102	Claire Keim	1975
nm0445140	Andy Keir	NULL
nm0445218	Christopher Keith	NULL
nm0445221	Clete Keith	NULL
nm0445336	Johnny Keatth	NULL
nm0445353	Drago Kekanovic	1947
nm0445391	Tunde Kelani	NULL
nm0445398	Catherine Kelber	NULL
nm0445424	Matt Kelehan	NULL
nm0445427	Kate Keleher	NULL
nm0445435	Fred Kelemen	1964
nm0445462	Armin Kelichhaus	NULL
nm0445484	Joseph Kell	1960
nm0445496	Laura A. Kellam	NULL
nm0445546	Mitch Kelleher	NULL
nm0445594	Catherine Keller	NULL
nm0445602	Christopher Keller	NULL
nm0445649	Harold K. Keller	NULL
nm0445681	Joel Keller	NULL
nm0445708	Maarten van Keller	NULL
nm0445715	Marthe Keller	1945
nm0445730	Michael Keller	NULL
nm0445731	Michael Keller	1980
nm0445797	John Kelleran	NULL
nm0445807	Annette Kellerman	1887
nm0445880	Carol Bayne Kelley	NULL
nm0445987	Ryan Kelley	1986
nm0446002	Terry Kelley	NULL
nm0446070	Catherine Kellner	1970
nm0446179	Angela Kelly	NULL
nm0446210	Bill Kelly	NULL
nm0446225	Brian Kelly	NULL
nm0446252	Casey Kelly	NULL
nm0446271	Christa Kelly	NULL
nm0446298	Daniel Hugh Kelly	1952
nm0446302	Darragh Kelly	NULL
nm0446303	David Kelly	1929
nm0446314	David Patrick Kelly	1951
nm0446409	Glen Kelly	NULL
nm0446431	Ian Kelly	NULL
nm0446465	Jean Louisa Kelly	1972
nm0446480	Jerry Kelly	NULL
nm0446510	John Kelly	NULL
nm0446518	John Paul Kelly	1969
nm0446611	Luis Kelly	NULL
nm0446672	Michael Kelly	1969
nm0446716	Nancy Kelly	NULL
nm0446752	Patrick Kelly	1963
nm0446771	Paul Kelly	1955
nm0446797	Philippe Kelly	NULL
nm0446819	Richard Kelly	1975
nm0446848	Sarah Kelly	NULL
nm0446867	Shane F. Kelly	NULL
nm0446935	Victoria Kelly	1973
nm0447236	Mika Kemmo	NULL
nm0447238	Pasi Kemmo	NULL
nm0447272	Christopher Kemp	1967
nm0447290	Gary Kemp	1959
nm0447314	JÃƒÂºlÃƒÂ­us Kemp	1967
nm0447361	Sacha Kemp	NULL
nm0447365	Shannon Kemp	1968
nm0447441	Manuela Kempf	1964
nm0447444	Robert Kempf	NULL
nm0447483	Walter Kempowski	1929
nm0447546	Nils Kenaston	NULL
nm0447549	Yehoshua Kenaz	NULL
nm0447577	Charlie Kendall	NULL
nm0447583	David Kendall	NULL
nm0447643	Simon Kendall	NULL
nm0447759	David Kener	1959
nm0447807	Ruth Kenley-Letts	NULL
nm0447848	Malcolm Kennard	NULL
nm0447856	Walter Kennard	NULL
nm0447936	Brendan Kennedy	NULL
nm0447953	Carrie Kennedy	NULL
nm0447997	Dev Kennedy	NULL
nm0448070	Iain Kennedy	NULL
nm0448094	Jeff Kennedy	NULL
nm0448311	Rory Kennedy	1968
nm0448392	Troy Kennedy-Martin	1932
nm0448395	Judith Kennel	NULL
nm0448515	Ingrid Kenning	NULL
nm0448608	Nicolette Kenny	NULL
nm0448632	Ademir Kenovic	1950
nm0448670	Billy Kent	NULL
nm0448827	Peter Kent	1957
nm0448831	Randy Kent	1972
nm0448843	Rolfe Kent	NULL
nm0448851	Stacey Kent	1968
nm0448894	MÃƒÂ¼sfik Kenter	1932
nm0448895	Tommy Kenter	1950
nm0448900	Chris Kentis	1962
nm0448965	Bill Kenwright	1945
nm0449033	Nara Keo Kosal	NULL
nm0449044	Danny Keogh	NULL
nm0449083	David Keosayan	NULL
nm0449085	Tigran Keosayan	1966
nm0449094	Brendan Keown	NULL
nm0449177	Kera	1963
nm0449230	Pat Kerby	NULL
nm0449242	Ken Kercheval	1935
nm0449270	Ljubomir Kerekes	1960
nm0449272	PÃƒÂ©ter Kerekes	1973
nm0449305	Andrew Keresztes	NULL
nm0449337	Bill Kerig	NULL
nm0449363	Hape Kerkeling	1964
nm0449370	Gerald Kerkletz	NULL
nm0449431	AndrÃƒÂ¡s Kern	1948
nm0449466	Joey Kern	1976
nm0449489	Peter Kern	1949
nm0449528	Siegfried Kernen	1940
nm0449643	Amy Kerr	1979
nm0449652	Bill Kerr	1922
nm0449669	Dagney Kerr	NULL
nm0449687	Edward Kerr	1966
nm0449726	Jason Kerr	NULL
nm0449864	Justine Kerrigan	1971
nm0449902	John Kerry	1943
nm0449984	Irvin Kershner	1923
nm0450123	James Kerwin	1973
nm0450125	Jill Kerwin	NULL
nm0450181	Ken Kesey	1935
nm0450200	Keshu Ramsay	NULL
nm0450209	Erol Keskin	1931
nm0450267	Robert Kessel	NULL
nm0450274	Simone Kessell	NULL
nm0450275	Josh Kesselman	NULL
nm0450302	Andrea Kessler	NULL
nm0450332	Henri M. Kessler	NULL
nm0450335	Irene Kessler	NULL
nm0450367	Michael Kessler	NULL
nm0450485	Millie Ketcheshawno	NULL
nm0450509	Frank Ketelaar	NULL
nm0450534	Peter Ketnath	1974
nm0450540	Kari Ketonen	1971
nm0450583	Tim Kettle	NULL
nm0450598	Horst Kettner	NULL
nm0450646	Kwok-Man Keung	NULL
nm0450670	Scott Kevan	1972
nm0450714	Jeremy Kewley	1960
nm0450950	AÃƒÂ¯ KeÃƒÂ¯ta	NULL
nm0450952	Mama KeÃƒÂ¯ta	NULL
nm0450974	Andre Khabbazi	1975
nm0450975	Konstantin Khabenskiy	1972
nm0451008	Mojgan Khadem	NULL
nm0451032	Omar Khairat	NULL
nm0451044	Ravi Steve	NULL
nm0451062	Khaled	1960
nm0451122	Chulpan Khamatova	1975
nm0451126	Rustam Khamdamov	1944
nm0451131	Juliano Mer-Khamis	1958
nm0451148	Aamir Khan	1965
nm0451160	A.J. Khan	1977
nm0451163	Ali Khan	NULL
nm0451168	Anwar Khan	NULL
nm0451170	Arbaaz Khan	1967
nm0451174	Arshad Warsi	1968
nm0451183	Ayub Khan	NULL
nm0451234	Irrfan Khan	1967
nm0451250	Kamaal Khan	NULL
nm0451257	Mansoor Khan	NULL
nm0451299	Razak Khan	NULL
nm0451307	Saif Ali Khan	1970
nm0451317	Shadaab Khan	1973
nm0451318	Shahbaaz Khan	1966
nm0451319	Shaheen Khan	NULL
nm0451321	Shah Rukh Khan	1965
nm0451326	Sohail Khan	1969
nm0451379	Akshaye Khanna	1975
nm0451383	Mukesh Khanna	1958
nm0451392	Rinke Khanna	1977
nm0451393	Sanjay Khanna	NULL
nm0451396	Vinod Khanna	1946
nm0451422	Dmitriy Kharatyan	1960
nm0451425	Kulbhushan Kharbanda	1944
nm0451440	Bishnu Kharghoria	NULL
nm0451468	Alex Kharlamov	NULL
nm0451505	Ben Leon Castro	NULL
nm0451561	Sachin Khedekar	1965
nm0451574	Gohar Kheirandish	1954
nm0451590	Tigran Khzmalyan	NULL
nm0451600	Anupam Kher	1955
nm0451601	Kiron Kher	1955
nm0451605	Niku Kheradmand	NULL
nm0451606	Mostafa Kherghehpoosh	NULL
nm0451622	Miloud Khetib	NULL
nm0451642	AndrÃƒÂ¡s Khin	NULL
nm0451787	Darius Khondji	1955
nm0451793	Victor Khong	NULL
nm0451799	Eric Khoo	1965
nm0451851	Azar Khosravi	NULL
nm0451864	Viju Khote	1941
nm0451865	Sergei Khotimsky	NULL
nm0451875	Nozha Khouadra	NULL
nm0451898	Elias Khoury	NULL
nm0451899	Gabriel Khoury	NULL
nm0451904	Marianne Khoury	NULL
nm0451932	Hamid Khozouie Abyane	NULL
nm0451945	Vadim Khrapachov	NULL
nm0451965	Lyudmil Hristov	NULL
nm0451998	Bakhtyar Khudojnazarov	1965
nm0452002	Konstantin Khudyakov	1938
nm0452006	Hans KÃƒÂ¼hle Jr.	NULL
nm0452009	Leleti Khumalo	1970
nm0452021	Akash Khurana	NULL
nm0452047	Aleksandr Khvan	NULL
nm0452091	Reza Kianian	1951
nm0452102	Abbas Kiarostami	1940
nm0452123	Gary B. Kibbe	1941
nm0452161	Sandrine Kiberlain	1968
nm0452190	Gordan Kicic	1977
nm0452235	David Kidd	NULL
nm0452286	Janet Kidder	NULL
nm0452288	Margot Kidder	1948
nm0452299	Andreas Kidess	NULL
nm0452305	Ric Kidney	NULL
nm0452492	Mark Kiely	1963
nm0452607	Fritz Kiersch	1951
nm0452608	Sven Kierst	NULL
nm0452622	Tom Kiesche	NULL
nm0452654	Jan Kiesser	NULL
nm0452669	Jaakko Kievari	NULL
nm0452716	Laura Kightlinger	1964
nm0452723	Husky Kihal	NULL
nm0452770	Vera Kiiskinen	1970
nm0452772	Stephen Kijak	NULL
nm0452774	Samahani Kejeri	NULL
nm0452783	Janusz Kijowski	1948
nm0452821	KÃƒÂ´ji Kikkawa	1965
nm0452831	Elsa KikoÃƒÂ¯ne	1977
nm0452837	Hideyuki Kikuchi	NULL
nm0452839	Junichi Kikuchi	NULL
nm0452860	Rinko Kikuchi	1981
nm0452872	TokushÃƒÂ´ Kikumura	NULL
nm0452929	Craig Kilborn	1962
nm0452931	Laela Kilbourn	NULL
nm0452968	Stephen Kilcullen	NULL
nm0453091	Jon Kilik	1956
nm0453112	Laura Killam	NULL
nm0453179	Mark Kilian	NULL
nm0453270	Clare Kilner	NULL
nm0453273	Kevin Kilner	1958
nm0453304	Patrick Kilpatrick	1949
nm0453317	Inkeri Kilpinen	1926
nm0453373	Bo-yeon Kim	1956
nm0453408	Dae Won Kim	NULL
nm0453442	Eun-Jeong Kim	NULL
nm0453448	Kap-su Kim	1957
nm0453467	Ho-jung Kim	1968
nm0453469	Hong-jip Kim	NULL
nm0453476	Hye-su Kim	1970
nm0453477	Hyun-seok Kim	NULL
nm0453479	Hyun Kim	NULL
nm0453484	Hyung-ku Kim	NULL
nm0453487	Kim Il-Sung	1912
nm0453492	Jacqueline Kim	1965
nm0453498	James Kim	NULL
nm0453513	Jeon-han Kim	NULL
nm0453518	Jee-woon Kim	1964
nm0453526	Jin-cheol Kim	NULL
nm0453535	Kim Jong-il	1941
nm0453539	Joong Kim	NULL
nm0453548	Julienne Hanzelka Kim	NULL
nm0453553	Jeong-hwa Kim	1983
nm0453554	Jung Hyun Kim	1976
nm0453564	Karen Kim	1968
nm0453574	Ki-chul Kim	NULL
nm0453584	Kong Kam	NULL
nm0453589	Gyu-ri Kim	1979
nm0453612	Gyu-ri Kim	1979
nm0453617	Moo-Ryoung Kim	NULL
nm0453640	Rae-won Kim	1981
nm0453656	Sang-beom Kim	1954
nm0453665	Seong-jun Kim	NULL
nm0453668	Seung-Hyeon Kim	NULL
nm0453670	Seung-woo Kim	1969
nm0453671	Simon Kim	NULL
nm0453689	Sujin Kim	1954
nm0453694	Sung-Bok Kim	NULL
nm0453704	Tae Yeon Kim	1976
nm0453720	Ui-seok Kim	1957
nm0453735	Yeo-jin Kim	1972
nm0453743	Yong-ok Kim	NULL
nm0453746	Yunjin Kim	1973
nm0453752	Young-dong Kim	NULL
nm0453754	Young-jun Kim	NULL
nm0453757	Yeong-cheol Kim	NULL
nm0453761	Yun-tae Kim	NULL
nm0453779	Paul Kimatian	1945
nm0453808	Jeffrey L. Kimball	1943
nm0453864	Shari Kimberlin	NULL
nm0453918	John Kimbrough	NULL
nm0453920	Karl Kimbrough	1973
nm0453953	Masud Kimiai	NULL
nm0453965	RyÃƒÂ´ichi Kimizuka	1958
nm0454004	Sidney Kimmel	NULL
nm0454047	Tsuyoshi Kimoto	NULL
nm0454060	Mark Kimray	NULL
nm0454066	Todd Kimsey	1962
nm0454075	Daisaku Kimura	1939
nm0454117	Tae Kimura	1971
nm0454118	Takeo Kimura	1918
nm0454120	Takuya Kimura	1972
nm0454124	Toshiki Kimura	NULL
nm0454128	Yoshino Kimura	1976
nm0454235	Michael Kind	1953
nm0454236	Richard Kind	1956
nm0454242	Todd King	NULL
nm0454349	Kevin Kiner	1958
nm0454418	Alan King	1927
nm0454437	Allan King	1930
nm0454482	Benjamin King	NULL
nm0454511	John Bradford King	1967
nm0454521	Brian King	NULL
nm0454537	Caleb Lindsay	NULL
nm0454560	Charles Klausmeyer	NULL
nm0454584	Chris Thomas King	1962
nm0454598	Cleo King	1962
nm0454659	Don King	NULL
nm0454680	Edward King	1969
nm0454707	Eva King	NULL
nm0454746	Ginger King	NULL
nm0454752	Graham King	1961
nm0454935	Karen King	NULL
nm0455057	Matt King	1968
nm0455077	Michael Houston King	NULL
nm0455084	Mike King	NULL
nm0455226	Ron King	1958
nm0455234	Rory King	NULL
nm0455239	Ross King	1962
nm0455253	Sandy King	1952
nm0455454	Dinesh Hingoo	NULL
nm0455521	Gershon Kingsley	1922
nm0455622	Titus Kinimaka	NULL
nm0455646	Guy Kinkead	NULL
nm0455663	Laurence Kinlan	1983
nm0455810	Santeri Kinnunen	1969
nm0455812	Timo Kinnunen	NULL
nm0455816	Hana Kino	1948
nm0455828	Nana Kinomi	1946
nm0455829	RyÃƒÂ´ Kinomoto	NULL
nm0455837	HÃƒÂ´ka Kinoshita	1964
nm0455886	Lance Kinsey	1954
nm0455895	Nikolai Kinski	1976
nm0455961	Tim Kinzy	NULL
nm0456031	Jeremiah Kipp	NULL
nm0456076	Tomohiko Kira	NULL
nm0456077	GÃƒÂ¼ven KiraÃƒÂ§	NULL
nm0456080	Erden Kiral	NULL
nm0456127	Charles Kirby	NULL
nm0456158	Jack Kirby	1917
nm0456186	Luke Kirby	1978
nm0456223	Sean Kirby	NULL
nm0456241	Levent Kirca	1950
nm0456279	Bodo Kirchhoff	1948
nm0456295	Rainer Kirchmann	NULL
nm0456360	Vladimiros Kiriakidis	NULL
nm0456400	Nazan Kesal	1969
nm0456402	Kiril Kirilov	1945
nm0456411	J. Max Kirishima	NULL
nm0456426	Sakari Kirjavainen	1960
nm0456551	Simon Kirk	NULL
nm0456599	Per K. Kirkegaard	NULL
nm0456693	Tim Kirkman	1966
nm0456709	D. Shone Kirkpatrick	NULL
nm0456732	Karey Kirkpatrick	1964
nm0456847	Vladi Kirov	1949
nm0456871	Aaron Kirsch	NULL
nm0456936	Elin Kirschfink	NULL
nm0456942	Alex Kirschner	NULL
nm0456946	David Kirschner	1955
nm0456967	Nadine Kirschon	1984
nm0456974	Justin Krish	NULL
nm0457038	Nino Kirtadze	NULL
nm0457048	Mike Kirton	NULL
nm0457057	Kelsey Kirvan	NULL
nm0457090	Ken Kirzinger	1959
nm0457174	Ors Kisfaludy	NULL
nm0457214	YÃƒÂ»suke Kishi	NULL
nm0457215	Ittoku Kishibe	1947
nm0457227	Nobuaki Kishima	1956
nm0457229	Kayoko Kishimoto	1960
nm0457239	YÃƒÂ»ichi Kishino	NULL
nm0457240	GorÃƒÂ´ Kishitani	1964
nm0457254	Avijit Mukul Kishore	NULL
nm0457257	Mahesh	NULL
nm0457267	James Kisicki	NULL
nm0457286	Yoram Kislev	NULL
nm0457412	Andreas Kisser	1968
nm0457425	Henry Kissinger	1923
nm0457443	Thomas Kist	NULL
nm0457491	Nobuyasu Kita	NULL
nm0457556	Kazuki Kitamura	1969
nm0457557	Kazuo Kitamura	1927
nm0457565	RyÃƒÂ»hei Kitamura	1969
nm0457598	David Kitay	1961
nm0457616	Yoshio Kitazawa	NULL
nm0457715	A. Kitman Ho	NULL
nm0457725	Martin Kitrosser	NULL
nm0457738	Craig Kitson	NULL
nm0457748	Lena Kitsopoulou	NULL
nm0457753	Supakorn Kitsuwon	NULL
nm0457757	Sam Kitt	NULL
nm0457790	Nattawut Kittikhun	NULL
nm0457886	Alar Kivilo	1953
nm0458001	Lars KjeldgÃƒÂ¥rd	1956
nm0458031	Mats Kjellgren	NULL
nm0458079	Keith Kjornes	1950
nm0458080	Kristoffer Kjornes	1983
nm0458166	Katharina Klaffs	1965
nm0458214	Louis Klamroth	1989
nm0458266	Brian Klapstein	1980
nm0458290	Ljubinka Klaric	1978
nm0458312	Arlene Klasky	1949
nm0458318	David Klass	NULL
nm0458320	Igor Klass	1939
nm0458429	Peter Jay Klauser	NULL
nm0458430	Rainer Klausmann	1949
nm0458460	Burghart KlauÃƒÅ¸ner	1949
nm0458474	Leonarda Klavina	NULL
nm0458482	David Klawans	NULL
nm0458486	Arnd Klawitter	1968
nm0458508	Igor Klebanov	1946
nm0458514	Martin Klebba	1969
nm0458613	Felix Kleiman	NULL
nm0458665	Benjamin Klein	1980
nm0458680	Butch Klein	NULL
nm0458721	Doug Klein	NULL
nm0458722	Dusan Klein	1939
nm0458817	Jesper Klein	1944
nm0458860	Larry Klein	NULL
nm0458884	Marc Klein	NULL
nm0458955	Robert Dean Klein	NULL
nm0459047	Avi Kleinberger	NULL
nm0459073	Sergio Kleiner	1936
nm0459086	Petra Kleinert	1967
nm0459207	Dunja Klemenc	NULL
nm0459244	Leea Klemola	1965
nm0459438	Mike Kliem	NULL
nm0459451	Michael Klier	1943
nm0459517	Johnny Klimek	NULL
nm0459546	Uwe Klimmeck	NULL
nm0459558	Vladimir Klimov	1949
nm0459571	Aurel Klimt	1972
nm0459585	Matthiew Klinck	1978
nm0459658	Richard Kline	1944
nm0459672	Steven Kline	1959
nm0459682	Justine Klineman	NULL
nm0459693	Anja Kling	1970
nm0459754	Al Klingenstein	NULL
nm0459828	Glenn Klinker	NULL
nm0459852	Jason Kliot	1963
nm0459853	Alla Kliouka	1970
nm0459907	Miljen Kreka Kljakovic	1950
nm0459929	Piet Klocke	1957
nm0459964	Michael Kloft	NULL
nm0459967	Herbert G. Kloiber	NULL
nm0459996	Reinhard Klooss	NULL
nm0460007	Clemens Klopfenstein	1944
nm0460008	Karen Klopfenstein	1971
nm0460057	Harald Kloser	1956
nm0460058	Edward Klosinski	1943
nm0460104	Claude Klotz	1932
nm0460106	David Klotz	NULL
nm0460109	Georges Klotz	NULL
nm0460120	Nicolas Klotz	NULL
nm0460127	AndrÃƒÂ© Klotzel	NULL
nm0460146	Jorgen Klubien	NULL
nm0460175	Ray Kluga	NULL
nm0460192	Victoria Kluge	NULL
nm0460206	Brian Klugman	1975
nm0460237	Kristina Klunkert	NULL
nm0460246	Pavel Klushantsev	1910
nm0460288	Vincent Klyn	1960
nm0460297	Redbad Klynstra	NULL
nm0460425	Julien Knafo	NULL
nm0460434	Aleksandr Knaifel	1943
nm0460448	Martin Knapick	NULL
nm0460451	Catherine Knapman	NULL
nm0460485	Harry Knapp	NULL
nm0460534	Brian Knappenberger	NULL
nm0460567	Daniel Knauf	NULL
nm0460632	Allan Knee	NULL
nm0460712	Paul Kneubuhl	NULL
nm0460739	Slaven Knezovic	1968
nm0460740	Vlasta Knezovic	1948
nm0460763	Petra Luna	1965
nm0460825	Bryan C. Knight	1966
nm0460893	Eric Knight	1897
nm0460956	Joe Knight	NULL
nm0460975	Keith J. Knight	NULL
nm0461063	Rosalind Knight	1933
nm0461136	Keira Knightley	1985
nm0461149	Zachary Knighton	1978
nm0461210	Roman Knizka	1970
nm0461264	Don Knodel	NULL
nm0461338	Jacek Knopp	1964
nm0461355	Sascha Knopf	1971
nm0461409	Andrew Knott	1979
nm0461446	Robert Knott	NULL
nm0461498	BeyoncÃƒÂ©	1981
nm0461502	Carvin Knowles	NULL
nm0461679	Terence Knox	1946
nm0461729	Mark Knudsen	NULL
nm0461732	Mette Knudsen	1943
nm0461746	Sidse Babett Knudsen	1968
nm0461841	Dominic Knutton	NULL
nm0461859	Evgeniy Knyazev	1955
nm0461865	Roy Knyrim	NULL
nm0461872	Thomas KnÃƒÂ¶pfel	NULL
nm0461878	Markus KnÃƒÂ¼fken	1965
nm0461887	Chiu-Lam Ko	NULL
nm0461905	Im-Pyo Ko	NULL
nm0461918	Blackie Shou Liang Ko	NULL
nm0461922	Sing-Pui O	NULL
nm0461925	So-young Ko	1972
nm0461927	Su-Yun Ko	1961
nm0462013	Keiju Kobayashi	1923
nm0462029	Masahiro Kobayashi	1954
nm0462042	Nenji Kobayashi	1943
nm0462064	Takeshi Kobayashi	NULL
nm0462066	Tatsuhiko Kobayashi	NULL
nm0462094	Ben Maccabee	1966
nm0462116	Jeff Kober	1953
nm0462145	Johannes Kobilke	1973
nm0462158	Victoria Koblenko	1980
nm0462201	Waldemar Kobus	NULL
nm0462232	MevlÃƒÂ¼t KoÃƒÂ§ak	NULL
nm0462277	Chris Koch	NULL
nm0462304	Garrison Koch	1974
nm0462310	Giovanna Koch	NULL
nm0462315	Harald Koch	1966
nm0462347	Karin Koch	NULL
nm0462370	Mark W. Koch	NULL
nm0462385	Patricia Koch	NULL
nm0462407	Sebastian Koch	1962
nm0462415	Suzanne Koch	NULL
nm0462425	Ulrike Koch	NULL
nm0462472	Nikolay Kochegarov	1953
nm0462488	Natalya Kochergina	1939
nm0462567	Suzanne Kockat	1976
nm0462571	Leo Kocking	1951
nm0462572	Uwe Kockisch	1944
nm0462587	Gergely Kocsis	1975
nm0462603	Annie Kocur	NULL
nm0462618	Michael KocÃƒÂ¡b	1954
nm0462625	Albert Kodagolian	NULL
nm0462639	Morihiro Kodama	NULL
nm0462648	Oja Kodar	NULL
nm0462673	Boris Kodjoe	1973
nm0462684	SebestyÃƒÂ©n KodolÃƒÂ¡nyi	NULL
nm0462691	David Kodsi	NULL
nm0462706	Matthias Koeberlin	1974
nm0462723	Christopher Koefoed	NULL
nm0462735	Frederick Koehler	1975
nm0462773	Wijo Koek	NULL
nm0462786	Bernhard Koellisch	NULL
nm0462858	Werner Koenig	1963
nm0462895	David Koepp	1963
nm0462899	Volker Koepp	1944
nm0462926	Florian Koerner von Gustorf	1963
nm0462930	Christian Koerner	NULL
nm0462955	Herman P. Koerts	NULL
nm0462956	Francois Coertze	1966
nm0462958	Nursel KÃƒÂ¶se	1961
nm0463004	VladimÃƒÂ­r KolÃƒÂ¡r	NULL
nm0463025	Pamela Koffler	NULL
nm0463067	Gary Koftinoff	NULL
nm0463078	Shinichi Koga	NULL
nm0463080	Shunsuke Koga	NULL
nm0463107	Theo Kogan	1969
nm0463201	Fumiyo Kohinata	1954
nm0463210	Christiane Kohl	1954
nm0463226	Lacey Kohl	NULL
nm0463313	Dev Kohli	NULL
nm0463315	Sandesh Kohli	NULL
nm0463316	Kunal Kohli	NULL
nm0463376	Gary Kohn	NULL
nm0463481	Kimmo KohtamÃƒÂ¤ki	NULL
nm0463499	Masaru Koibuchi	NULL
nm0463521	Kazuo Koike	1936
nm0463526	Naomi Koike	NULL
nm0463539	Manisha Koirala	1970
nm0463568	Ilkka Koivula	1966
nm0463581	Timo Koivusalo	1963
nm0463582	Hiroyoshi Koiwai	NULL
nm0463592	KyÃƒÂ´ko Koizumi	1966
nm0463615	Dusan Kojic	NULL
nm0463662	Danny de Kok	NULL
nm0463674	Vincent Kok	1965
nm0463727	Ana Kokkinos	1958
nm0463737	Anna-Maija Kokkonen	NULL
nm0463740	Ere Kokkonen	1938
nm0463827	Sonja Kolacaric	1980
nm0463844	Evzen Kolar	1950
nm0463926	Winrich Kolbe	1940
nm0463943	Andris Kolbergs	1938
nm0463953	Esref KolÃƒÂ§ak	1927
nm0463989	Stefan Kolditz	NULL
nm0463993	Benjamin Koldyke	NULL
nm0464030	Jana KolesÃƒÂ¡rovÃƒÂ¡	1976
nm0464123	Srdjan Koljevic	NULL
nm0464146	Gerald Koll	NULL
nm0464154	Judit KollÃƒÂ¡nyi	NULL
nm0464180	Amos Kollek	NULL
nm0464198	Ingrid Koller	1950
nm0464210	Silvia Koller	1942
nm0464252	Martin KollÃƒÂ¡r	NULL
nm0464276	Richard Kolnby	1970
nm0464286	Eva Kolodner	NULL
nm0464305	Yuri Kolokolnikov	1980
nm0464417	RÃƒÂ³bert Koltai	1943
nm0464466	Lars Kolvig	NULL
nm0464474	Vera Kolyadenko	NULL
nm0464475	Natalya Kolyakanova	1955
nm0464521	Poonam Sinha	NULL
nm0464548	Todd Komarnicki	NULL
nm0464591	Masao Komatsu	1942
nm0464596	Sakyo Komatsu	1931
nm0464599	Takashi Komatsu	NULL
nm0464613	Abdoulaye Komboudri	NULL
nm0464620	Rich Komenich	NULL
