movieId,starName
BdP25,John Litgow
BdP25,Lolita Davidovich
BdP25,Steven Bauer
BdP25,Gregg Henry
BdP25,Tom Bower
BdP25,Barton Heyman
BdP25,Frances Sternhagen
BdP25,Mer Harris
BdP25,Teri Austin
BdP25,Gabrielle Charteris
BdP25,s a
BdP25,s a
BdP26,Al Pacino
BdP26,Sean Penn
BdP26,Penelope Ann Miller
BdP26,Jon Leguizamo
BdP26,Luis Guzman
BdP26,s a
BdP30,Tom Cruise
BdP30,Jon Voigt
BdP30,Henry Czerny
BdP30,Emmanuelle Beart
BdP30,Jean Reno
BdP30,Vanessa Redgrave
BdP30,Ving Rhames
BdP30,Kristin ScottThomas
BdP32,Nicolas Cage
BdP32,Gary Sinise
BdP32,Carla Gugino
BdP32,John Heard
BDu2,Robin Givens
BDu2,Forest Whitaker
BDu2,Gregory Hines
BDu2,Danny Glover
BDu2,Zakes Mokae
BDu2,Badja Djola
BDu2,Ron Taylor
BDu2,'Screaming' Jay Hawkins
BDu3,Ellen Bursteyn
BDu3,Olympia Dukakis
BDu3,Diane Ladd
BDu3,Lainie Kazan
BDu3,Danny Aiello
BDu4,Whoopi Goldberg
BDu4,Maggie Smith
BDu4,James Coburn
BDu4,Michael Jeter
BDu4,Mary Wickes
BDu4,Kathy Najimy
BDu4,Wendy Makkena
BDu4,Brad Sullivan
BDu10,Laurence Fishburn
BDu10,Tim Roth
BDu10,Andy Garcia
BDu10,Vanessa Williman
BDu10,Queen Latifah
BDu10,Cicely Tyson
BDu10,Loretta Devine
BDu10,Chi McBride
BDu10,Richard Bradford
BDu10,William Atherton
BDu10,Tony Rich
BdY4,Alan Arkin
BdY4,Delia Bocardo
BdY4,Frank Finlay
BdY4,Patrick Cargill
BdY4,Beryl Reid
BdY4,Barry Foster
BdY5,Billie Whitelaw
BdY6,Ryan ONeal
BdY6,Jacqueline Bisset
BdY6,Warren Oates
BdY6,Jill Clayburgh
BdY6,Austin Pendleton
BE4,Debbie Reynolds
BE4,Curt Jurgens
BE4,John Saxon
BE4,Alexis Smith
BE4,Mary Astor
BE4,Estelle Winwood
BE4,Troy Donahue
BE8,Audrey Hepburn
BE8,George Peppard
BE8,Patricia Neal
BE8,Mickey Rooney
BE8,Buddy Ebsen
BE8,John McGiver
BE8,Martin Balsam
BE8,Villalongo
BE8,Beverly Hills
BE8,Donna Reed
BE8,s a
BE9,Glenn Ford
BE9,Lee Remick
BE9,s a
BE9,Ross Martin
BE10,Jack Lemmon
BE10,Lee Remick
BE10,Charles Bickford
BE10,Jack Klugman
BE10,Alan hewitt
BE10,Debbie Mcgowan
BE10,Jack Albertson
BE11,David Niven
BE11,Peter Sellers
BE11,Capucine
BE11,Claudia Cardinale
BE11,Robert Wagner
BE11,Brenda deBanzie
BE11,Colin Gordin
BE12,Peter Sellers
BE12,Elke Sommer
BE12,George Sanders
BE16,Peter Sellers
BE16,Claudine Longet
BE16,Marge Champion
BE16,Steve Franken
BE16,Buddy Lester
BE19,Julie Andrews
BE19,Omar Sharif
BE21,Peter Sellers
BE21,Christopher Plummer
BE21,Catherine Schell
BE21,Herbert Lom
BE21,Colin Blakely
BE21,Leonard Rossiter
BE21,Lesley-Ann Down
BE21,Burt Kwouk
BE22,Peter Sellers
BE22,Burt Kwouk
BE22,Lesley-Ann Down
BE22,Colin Blakely
BE22,Dick Crockett
BE22,Byron Kane
BE22,Herbert Lom
BE23,Peter Sellers
BE23,Herbert Lom
BE23,Robert Webber
BE23,Dyan Cannon
BE24,Bo Derek
BE24,Dudley Moore
BE24,Julie Andrews
BE24,Robert Webber
BE24,Dee Wallace
BE24,Sam Jones
BE25,Julie Andrews
BE25,William Holden
BE26,Julie Andrews
BE26,Robert Preston
BE26,James Garner
BE26,Lesley Ann Warren
BE26,Alex Karras
BE26,John RhysDavies
BE26,Graham Stark
BE26,Peter Arne
BE26,Sherloque Tanny
BE26,Michael Robbins
BE26,David Gant
BE26,Norman Chancer
BE26,Maria Charles
BE26,Malcolm Jamieson
BE26,John Cassidy
BE26,Joanna Dickens
BE26,George Silver
BE27,Peter Sellers
BE27,Joanna Lumley
BE27,Herbert Lom
BE27,David Niven
BE27,Richard Mulligan
BE27,Capucine
BE27,Robert Loggia
BE27,Harvey Korman
BE27,Burt Kwouk
BE27,Graham Stark
BE27,Leonard Rossiter
BE27,Peter Arne
BE27,Ronald Fraser
BE28,Peter Sellers
BE28,Herbert Lom
BE28,Ted Wass
BE28,David Niven
BE28,Capucine
BE28,Robert Wagner
BE28,Leslie Ash
BE28,Harvey Korman
BE28,Joanna Lumley
BE29,Burt Reynolds
BE29,Julie Andrews
BE29,Kim Basinger
BE29,Marilu Henner
BE29,Cynthia Sikes
BE29,Jennifer Edwards
BE36,John Ritter
BE36,Vincent Gardenia
BE36,Alyson Reed
BE36,Joel Brooks
BE36,Julianne Phillips
BE36,Diana Barton
BE36,Chelsea Field
BE36,Peter Donat
BE36,Don Gordon
BE36,Nina Foch
BE36,Michael Kidd
BE36,Ded Dee Rescher
BE36,Denise Crossby
BE36,Judy Toll
BE36,Brenda Swanon
BE36,Bryan Genesee
BE36,Bo Foxworth
BE36,Raye Hollitt
BE36,Jean-Marie McKerr
BE38,Ellen Barkin
BE38,Jimmy Smits
BE38,Tony Roberts
BE38,JoBeth Williams
BE38,Lorraine Bracco
BE39,Matt Freeman
BE39,Roberto Benigngi
BE39,Bret Estes Ellis
BE39,Robert Downey~jr
BEE10,Molly Ringwald
BeG10,Diana Ross
BeG10,Billy Dee Williams
BeG10,Jean Pierre Aumont
BeH1,Noel Coward
BeH1,Alexander Wolcott
BeH1,Julie Haydon
BeH1,Stanley Ridges
BeH1,Helen Hayes
BeH1,Edna Ferber
BeH2,John Qualen
BeH2,Thomas Mitchell
BeH2,Rita Hayworth
BeH2,Douglas Fairbanks~jr
BeM10,Kevin Conroy
BeM10,Mark Hamill
BeM10,Dana Delany
BeM10,Hart Bochner
BeM10,Abe Vogoda
BeR10,Virginia Madsen
BeR10,Tony Todd
BeR10,Kasi Lemmons
BeR12,Gary Oldman
BeR12,Jeroen Krabbe
BeR12,Valeria Golino
BeR12,Isabella Rosselini
BeR12,Johanne Ter Steege
BeR12,s a
BeR12,s a
BeR12,Mary Margolis
BeR12,Barry Tavenier
BeR12,s a
BeR12,s a
BeR12,Marius Hofschneifer
BeR12,Maria Eden Rose
BeR16,Sophie Marceau
BeW4,Volker Bohnet
BeW4,Fritz Wepper
BeW4,Michael Hinz
BeW4,Frank Glaubrecht
BeW4,Cordula Trantow
BeW10,Ingrid Bergman
BeW10,Anthony Quinn
BeW10,Paolo Stoppa
BeW10,HansChristian Blech
BeW10,Valentina Cortesa
BeW10,Eduardo Cianelli
BeW12,Yul Brynner
BeW12,Marlon Brando
BeW12,Trevor Howard
BeW12,Janet Margolin
BeW12,Martin Benrath
BeW12,Max Haufler
BeW12,Trevor Howard
BeW12,Hans Christian Blech
BF5,Shirley MacLaine
BF5,Ricardo Montalban
BF5,John McMartin
BF5,Chita Rivera
BF5,Paula Kelly
BF5,Stubby Kaye
BF5,Sammy Davis~jr.
BF5,Barbara Bouchet.
BF5,Stubby Kaye
BF5,John McMartin
BF6,Liza Minnelli
BF6,Michael York
BF6,Helmut Griem
BF6,Joel Grey
BF6,Fritz Wepper
BF6,Marisa Berenson
BF6,Elisabeth NeumannViertel
BF6,Helen Vita
BF6,Sigrid vonRichthoven
BF6,Rolf Walter
BF6,Gerd Vespermann
BF6,Georg Hartmann
BF6,Estrongo Nachams
BF6,Louise Quick
BF6,Bert Convy
BF7,Dustin Hoffman
BF7,Valerie Perrine
BF7,Gary Morton
BF7,Jan Miner
BF7,Stanley Beck
BF8,Roy Scheider
BF8,Jessica Lange
BF8,Ann Reinking
BF8,Leland Palmer
BF8,Ben Vereen
BF8,Cliff Gorman
BF9,Mariel Hemingway
BF9,Eric Roberts
BF9,Cliff Robertson
BF9,Carroll Baker
BF9,Roger Rees
BF9,David Clennon
BFo1,Alan Bates
BFo1,Bernard Lee
BFo1,Norman Bird
BFo1,Hayley Mills
BFo1,Elsie Wagstaff
BFo1,Alan Barnes
BFo3,Kim Stanley
BFo3,Richard Attenborough
BFo4,Tom Courtenay
BFo4,James Fox
BFo4,Denholm Elliott
BFo4,Todd Armstrong
BFo4,Patrick ONeal
BFo4,James Donald
BFo4,John Mills
BFo4,George Segal
BFo12,Katharine Ross
BFo12,Katharine Ross
BFo12,Paula Prentiss
BFo12,Nanette Newman
BFo12,Peter Masterson
BFo12,Mary Stuart Masterson
BFo12,Patrick ONeal
BFo12,Tina Louise
BFo12,William Prince
BFo13,Richard Chamberlain
BFo13,Gemma Craven
BFo13,Kenneth Moore
BFo13,Michael Hodern
BFo13,Edith Evans
BFo13,Annette Crosbie
BFo13,Margaret Lockwood
BFo13,Christopher Gable
BFo13,Julian Orchard
BFo13,Lally Bowers
BFo13,John Turner
BFo14,Tatum ONeal
BFo14,Anthony Hopkins
BFr10,Julianne Moore
BFr10,Roy Scheider
BFr10,Blythe Danner
BFr10,Michael Vartan
BFr10,Noah Wyle
BFr10,Laurel Holloman
BGH9,Richard Burton
BGH9,Clint Eastwood
BGH9,Mary Ure
BGH9,Patrick Widmark
BGH9,Michael Hodern
BGH9,Donald Houston
BGH9,Peter Barkworth
BGH9,Robert Beatty
BGH9,s a
BGH10,Clint Eastwood
BGH10,Telly Savalas
BGH10,sa
BGH10,Donald Sutherland
BGH10,Don Rickles
BGH10,Carroll OConnor
BGH20,Frank Sinatra
BGH20,Faye Dunaway
BGH20,David Dukes
BGH20,Brenda Vaccaro
BGH20,Martin Gabel
BGH20,James Whitmore
BGH26,Tom Selleck
BGH26,Bess Armstrong
BGH26,Jack Weston
BGH26,Robert Morley
BGH26,Brian Blessed
BGi10,Henry Jones
BGi10,Ruth Storey
BGi11,Frankie Darro
BGi11,Robert Keith
BGi11,Karl Lukas
BGi11,Syl Lamont
BGi11,And Romano
BGi11,Charles E. Perry
BGi11,Chuck Hicks
BGi11,Bruce Dushman
BGi13,Emile Genest
BGi13,John Ireland
BGi13,Ernest Truex
BGi13,Sharan Farrell
BGi13,Michael King
BGi13,Charlotte Knight
BGi14,Gig Young
BGi14,s a
BGi14,Robert Redford
BGi15,Hugh OBrien
BGi15,Gena Rowlands
BGi16,Tony Randall
BGi16,s a
BGi16,Jayne Mansfield
BGi17,Larry Storch
BGi17,Linda Christian
BGi17,Henry Silva
BGi18,John gavin
BGi18,Diana Dors
BGi18,s a
BGi19,Richard Kiley
BGi19,Ricard long
BGi19,Anne Francis
BGi20,Chris Robinson
BGi20,James Gregory
BGi20,Norman Fell
BGi21,John Cassavetes
BGi21,Ann Sothern
BGr10,Cicely Tyson
BGr10,Shirley Jo Finney
BGr10,Joe Seneca
BGr10,Jason Bernhard
BGu10,Duane Jones
BGu10,Marlene Clark
BGu10,Bill Gunn
BGu10,Sam Waymon
BGt10,Willem Dafoe
BGt10,Miranda Richardson
BGt10,s a
BGt10,Rosemary Harris
BGt13,Stephen Fry
BGt13,Vanessa Redgrave
BGt13,Jude Law
BGt13,Jennifer Ehle
BGt13,Tom Wilkinson
BHd10,Theda Bara
BHl10,Leon Ames
BHl10,Dave OBrien
BHl10,Joyce Bryant
BHl10,Hal E. Chester
BHo10,Bob Hoskins
BHo10,Dexter Fletcher
BHo10,Zoe Nathanson
BHo10,Iam McNiece
BHt10,John Duchovny
BHt10,Joely Richardson
BHt10,Minnie Driver
BHu10,Sandra Bullock
BHu10,Ben Affleck
BHu10,Maura Tierney
BHu10,Steve Zahn
BHu10,Blythe Danner
BHu10,Ronny Cox
BHu10,Dave Strickland
BHu10,Meredith Scott Lynn
BiA1,Max vonSydow
BiA1,Pelle Hvenegaard
BiA5,Samuel Froler
BiA5,Pernilla Ostergren
BiA5,Max vonSydow
BiA7,Meryl Streep
BiA7,Glenn Close
BiA7,Vanessa Redgrave
BiA7,Jeremy Irons
BiA7,Winona Ryder
BiA7,Antonio Banderas
BiA7,Vincent Gallo
BiA7,Armin MuellerStahl
BiA8,Julia Ormond
BiA8,Gabriel Byrne
BiA8,Richard Harris
BiA8,Vanessa Redgrave
BiA8,Robert Loggia
BiA9,Ulf Friberg
BiA9,Marie Bonnevie
BiA9,Pernilla Ostergren
BiA9,Johan Rabaeus
BiA9,Reine Brynolfsson
BiA9,Max vonSydow
BiA9,Sven-Bertil Taube
BiA9,Bjorn Granath
BiA9,Lena Endre
BiA10,Liam Neeson
BiA10,Geoffrey Rush
BiA10,Uma Thurman
BiA10,Claire Danes
BiF10,Gordon John Sinclair
BiF10,Dee Hepburn
BiF10,Jake dArcy
BiF10,Claire Grogan
BiF13,Burt Lancaster
BiF13,Peter Riegert
BiF13,Dennis Lawson
BiF13,Peter Capaldi
BiF13,Fulton Mackay
BiF13,Jenny Seagrove
BiF20,Robin Williams
BiF20,Robin Williams
BiF20,John Turtorro
BiF20,Anna Galiena
BiF20,Robin Williams
BiF20,Theresa Russell
BiF20,Robin Williams
BIG10,Vince Edwards
BIG10,Chuck Connors
BIG10,Neville Brand
BiK10,Lurene Tuttle
BiK10,Tris Coffin
BiK10,Paul Dubov
BiK10,Myrna Dell
BiK10,Nelson Leigh
BiK10,Vic Lundin
BiK10,Don Grady
BiP10,Martin Mull
BiP10,Tuesday Weld
BiP10,Bill Macy
BiP10,Tom Smothers
BiP10,Sally Kellerman
BiP10,Christopher Lee
BJR10,Michael Keaton
BJR10,Nicole Kidman
BJR10,Haing S. Ngor
BJR10,Michael Constantine
BJR10,Vasek Simek
BJq5,Judith Godreche
BJq5,s a
BJq5,s a
BJq5,s a
BJq15,Isabelle Huppert
BJq15,Vincent Martinez
BKi10,Imelda Staubton
BKi10,Saskia Reeves
BKi10,Richard Hope
BKi10,Howard Nash
BKi10,Alfred Marks
BKi10,Ian Redford
BKi10,Brenda Bruce
BKi12,Shirley MacLaine
BKi12,Kathy Bates
BKi12,Jessica Tandy
BKi12,Marcello Mastroianni
BKi12,Marcia Gay Harden
BKi12,Sylvia Sidney
BKi12,Joe Pantoliano
BKi19,Simpson Perez
BKo10,Maximilian Schell
BKo10,Diane Baker
BKo10,Brian Keith
BKo10,Roassoano Brazzi
BKo10,Barbara Werle
BKo10,John Leyton
BKo10,Sal Mineo
BKo10,J.D. Cannon
BKo10,Marc Lawrence
BKp10,Antonio Banderas
BLe1,Steve Guttenberg
BLe1,Daniel Stern
BLe1,Mickey Rourke
BLe1,Kathryn Dowling
BLe1,Ellen Barkin
BLe1,Paul Reiser
BLe4,Robert Redford
BLe4,Glenn Close
BLe4,Robert Duvall
BLe4,Kim Basinger
BLe4,Wilford Brimley
BLe4,Barbara Hershey
BLe4,Robert Prosky
BLe4,Richard Farnsworth
BLe5,Danny deVito
BLe5,Barbara Hershey
BLe5,Richard Dreyfuss
BLe5,John Mahoney
BLe5,Jackie Gayle
BLe5,Stanley Brock
BLe5,Seymour Cassel
BLe5,Bruno Kirby
BLe6,Dustin Hoffman
BLe6,Tom Cruise
BLe6,Valerie Golino
BLe8,Robin Williams
BLe10,Joan Plowright
BLe10,Armin MuellerStahl
BLe10,Aidan Quinn
BLe10,Elizabeth Perkins
BLe10,Kevin Pollack
BLe10,Lou Jacobi
BLe10,Elijah Wood
BLe10,Eve Gordon
BLe11,Warren Beatty
BLe11,Annette Bening
BLe11,s a
BLe11,Harvey Keitel
BLe11,Ben Kingsley
BLe11,Joe Mantegna
BLe11,Billy Graham
BLe11,Elliott Gould
BLe12,Robin Williams
BLe12,Michael Gambon
BLe12,Donald OConnor
BLe12,Joan Cusack
BLe12,Robin Wright
BLe12,LL Cool J
BLe15,Joe Pesci
BLe15,Christian Slater
BLe15,Victoria Abril
BLe17,Michael Douglas
BLe17,Demi Moore
BLe17,Catherine Alvarez
BLe17,s a
BLe17,Dennis Miller
BLe17,Nick Sadler
Ble19,Robert deNiro
Ble19,Brad Pitt
Ble19,Brd Renfrew
Ble19,Kevin Bacon
Ble19,Minnie Driver
Ble19,Dustin Hoffman
Ble19,Ron Eldard
Ble19,Joe Perrino
Ble19,Billy Crudup
Ble19,Bruno Kirby
Ble19,Jason Patric
Ble19,Aida Turturro
Ble19,Vittorio Gassamn
BLe21,Dustin Hoffman
BLe21,Robert deNiro
BLe21,Anne Heche
BLe21,s a
BLe21,Rene Leahy
BLe21,s a
BLe21,Woody Harrelson
BLe21,Jay Leno
BLe22,Dustin Hoffman
BLe22,Sharon Stone
BLe22,Samuel L. Jackson
BLe22,Peter Coyote
BLe22,Liev Schreiber
BLe23,Joe Mantegna
BLe23,Bebe Neuwirth
BLe23,Ben Foster
BLe23,Rebekah Johnson
BLe23,s a
BLe23,Adrien Brody
BLe23,Carolyn Murphy
BLe23,David Krumholtz
BLu10,Jordi Molla
BLu10,Penelope Cruz
BLu10,Stefania Sandrelli
BLu10,Javier Bardem
BLu12,Elisa Touati
BLu12,Javier Bardem
BLu12,Marbel Verdu
BLu12,Maria deMederios
BLv10,s a
BLv10,Dean Jones
BLv10,Charles Grodin
BLv10,David Duchovny
BLv12,Charles Grodin
BLv15,John Goodman
BLv15,Elizabeth Perkins
BLv15,Rick Moranis
BLv15,Rosie ODonnell
BLv15,Elizabeth Taylor
BLv15,Harvey Korman
BLv15,Kyle McLachlan
BLv15,Halle Berry
BLv15,Jonathan Winters
BLv15,Harvey Korman
BLw10,Bob Hoskins
BLw10,Jeff Goldblum
BLw10,Michel Blanc
BLw10,Natasha Richardson
BLw10,JeanPierre Cassel
BMa10,Sylvester Stallone
BMa10,Lindsay Wagner
BMa10,Rutger Hauer
BMa10,Billy Dee Williams
BMa10,Persis Khambatta
BMa10,Nigel Davenport
BmF10,Dick Cavett
BmF10,Henny Youngman
BmF10,Frank Zappa
BmF10,Melissa Gilbert
BmF10,Mort Zuckerman
BmF10,Susan Ruttan
BMo10,Ben Model
BMo10,Luis Caballero
Bmy14,Christopher Reeve
Bmy14,Weston McMillan
Bmy14,Francis Guinan
Bmy14,Roxann Dawson
Bmy14,George Touliatos
Bmy14,Movor Moore
Bmy14,Philip R. allen
BnG1,Oliva NewtonJohn
BnG1,John Farrar
BnG12,Patricia Healey
BnG12,Steven Bauer
BnG12,Edward Herrmann
BnG13,Virginia Madsen
BnG13,Kate Hodge
BnG13,Erich Anderson
BnG13,Jim Metzler
BnG13,Lenny VonDohlen
BnM10,C.Thomas Howell
BnM10,Wallace Shawn
BnM10,Lise Cutter
BnM10,Lynn Danielson
BnM10,Rock Brocksmith
BnM10,Alan Rich
BnM10,Mark Ralston
BnM10,Eric Christen
BnM10,Kathleen Freeman
BnM10,s a
BnM10,C.C. Leichter
BnM10,Ed Williams
BnjR10,Hugh OConnor
BnS10,Winona Ryder
BnS10,E-than Hawke
BnS10,Jeneane Garofalo
BnS10,Steve Zahn
BnS10,Ben Stiller
BnS10,John Mahoney
BnS15,Jim Carrey
BnS15,Matthew Broderick
BnS15,Leslie Mann
BnS15,George Segal
BnS15,Janeane Garofalo
BNu1,Isabelle Adjani
BNu1,Gerard Depardieu
BNu1,Alain Cuny
BNu1,Madelaine Robinson
BNu1,Laurent Grevill
BNu1,Katrine Boorman
BNu1,Phillippe Clevenot
BNu1,Maxime Leroux
BNu1,Roger Planchon
BoB1,Randy Quaid
BoB1,Mary Beth Hurt
BoB1,Bryan Madorsky
BoB1,Sandy Dennis
BoB1,Juno MillsCockell
BoB4,Armin MuellerStahl
BoB4,Oliva dAbo
BoB4,Lionel Stander
BoB4,Adrian Pasdar
BoB4,Maureen Stapleton
BoL10,Corey Feldman
BoL10,Jack Nance
BoL10,Bojesse Christopher
BoL10,Christy Thom
BoL10,Sarah Douglas
BoL10,Donald B. Borders
BoS50,Norman Lloyd
BoS50,Venue deMars
BoS50,Nita Talbot
BoS50,Ed Hashim
BoS61,Brian Keith
BoS61,Rod Laurem
BoS61,Eduardo Cianelli
BoS62,Evans Evans
BoS62,Philip Reed
BoS62,Tom Gilleran
BoS62,Raphael Campos
BoS70,Robert Vaughn
BoS70,David McCallum
BoS70,Leo G. McCarroll
BoS75,Charlton Heston
BoS75,Anthony Zerbe
BoS75,Rosalind Cash
BoS80,Nick Nolte
BoS80,Susan Blakely
BoS80,Peter Strauss
BoW4,Thommy Berggren
BoW4,Pia Degermark
BoW4,Eva Henning
BoW6,Thommy Bergren
BoW6,Anja Schmidt
BoW20,CarlGustav Lindstedt
BPi10,Brian Dennehy
BPi10,Patricia Richardson
BPi10,Alan Rosenberg
BPi10,Jean Smart
BPi10,Richard Masur
BPi10,Joe Grifasi
BPi10,Rosemary Dunsmore
BPi10,Allison Mackie
BPi10,Doren Fein
BPi10,Eric Michael Cole
BPr10,Sophie Marceau
BPr10,Sean Bean
BPr10,Alfred Molina
BRa10,Chris Tucker
BRa10,Charlie Shenn
BRa10,Heather Locklear
BRa10,Gerard Ismael
BRa10,Paul Sorvino
BRa10,Vic Damone
BRa10,Diahann Carroll
BRa12,Jackie Chan
BRa12,Chris Tucker
BRa12,Tom Wilkinson
BRa12,Chris Penn
BRB3,Ray Barrett
BRB3,Clare Binney
BRB3,Pat Bishop
BRB3,Graeme Blundell
BRB3,John Hargreaves
BrB5,Edward Woodward
BrB5,Jack Thompson
BrB5,John Waters
BrB5,Charles Tingwell
BrB5,Bryan Brown
BRB7,Susannah Fowle
BRB7,Laura Rambotham
BrB10,Robert Duvall
BrB10,Tess Harper
BrB10,Betty Buckley
BrB10,Wilford Brimley
BrB10,Ellen Barkin
BrB10,Allan Hubbard
BrB10,Lenny VonDohlen
BrB10,Paul Gleason
BrB15,Barry Humphries
BrB15,Donald Pleasance
BrB15,Barry Crocker
BrB20,Jessica Tandy
BrB20,Morgan Freeman
BrB20,Dan Ackroyd
BrB20,Patty Luponi
BrB21,Maynard Eziashi
BrB21,Pierce Brosnan
BrB21,Edward Woodward
BrB21,Femi Fatoba
BrB21,Beartie Edney
BrB22,Lothaire Bluteau
BrB22,August Schellenberg
BrB22,Sandrine Holt
BrB22,Aden Young
BrB22,Tantoo Cardinal
BrB25,Richard Dreyfus
BrB25,s a
BrB27,Sharon Stone
BrB30,Ashley Judd
BrB30,Tommy Lee Jones
BrB30,Bruce Geenwood
BrB30,Benjamin Weir
BrD10,David Douche
BrD10,s a
BrD10,s a
BrD11,Emmanuel Schotte
BrD11,Severine
BRf1,Jack Nicholson
BRf1,Karen Black
BRf1,Karen Anspach
BRf1,Lorna Thayer
BRf1,Billy `Green' Bush
BRf1,Lois Smith
BRf1,Fannie Flagg
BRf1,Richard Stahl
BRf1,William Challee
BRf1,Ralph Waite
BRf1,Helen Kallianoites
BRf1,Sally Ann Struthers
BRf1,Marlena McGuire
BRf2,Jack Nicholson
BRf2,Bruce Dern
BRf2,Scatman Crother
BRf2,Ellen Bursteyn
BRf2,Julia Anne Robinson
BRf2,Charles Lavine
BRf2,Gary Goodrow
BRf2,Sully Bovar
BRf2,Josh Mostel
BRf4,Jeff Bridges
BRf4,Sally Field
BRf4,Arnold Schwarzenegger
BRf4,R.G. Armstrong
BRf4,Robert Englund
BRf4,Helen Kallianiotes
BRf4,Roger E. Mosley
BRf4,Woodrow Parfrey
BRf4,Scatman Crothers
BRf4,Kathleen Miller
BRf4,JoAnna Cassidy
BRf4,Ed Begley~jr.
BRf4,Jack Nicholson
BRf20,Jack Nicholson
BRf20,Jessica Lange
BRf20,John Colicos
BRf20,Michael Lerner
BRf20,John P. Ryan
BRf20,Anjelica Huston
BRf30,Patrick Bergin
BRf30,Iain Glen
BRf30,Fiona Shaw
BRf30,Bernard Hill
BRf30,Richard Grant
BRf30,Paul Onsongo
BRf32,Ellen Barkin
BRf32,Jack Nicholson
BRf32,Helen Stanton
BRf32,Beverly DAngelo
BRf34,Arliss Howard
BRf34,Cynda Williams
BRf34,Kathleen Wilhoite
BRf38,Jack Nicholson
BRf38,Judy Davis
BRf38,Stephen Dorff
BRf38,Michael Caine
BRf38,Jennifer Lopez
BRf39,James Caan
BRf39,Dina Meyer
BrG10,Craig T. Nelson
BrG10,JoBeth Williams
BrG10,Heather ORourke
BrG10,Julian Beck
BrG10,Oliver Robbins
BrG20,Lynn Whitfield
BrG25,Angela Bassett
BrG25,Laurence Fishburne
BrG25,Jenifer Lewis
BrG25,Phyllis Yvonne Stickney
BrG25,Vanessa Bell Calloway
BrG25,Pam Tyson
BrG28,Demi Moore
BrG28,Alec Baldwin
BrG28,Tony LoBianco
BrG28,Joseph GordonLevitt
BrG28,James Gudolfini
BrG28,Lindsay Crouse
BrG28,x Constantine
BrG28,Gordon
BrG28,Anne Hecht
BrG28,s a
BrG28,s a
BrG28,s a
BrG28,s a
BrL15,Jeff Goldblum
BrL15,Jeremy Sisto
BrL15,Christine Lehto
BrL15,Alicia Silverstone
BrL15,Alfred Molins
BRo10,Andy Garcia
BRo10,Lance Henriksen
BRo10,Uma Thurman
BRo10,John Malkovich
BrP10,Tim Matheson
BrP10,Kate Capshaw
BrP10,Edward Herrmann
BrP10,John Glover
BrP15,Gwyneth Paltrow
BrR1,Marianne Basler
BrR1,Nicole Garcia
BrR1,Brigitte Rouan
BrR1,Philippe Galland
BrR1,Yann Dedet
BrR1,s a
BrR1,s a
BrR5,Brigitte Rouan
BrR5,s a
BrR5,s a
BrS10,Robert Vaughn
zSh10,David McCallum
zSh10,Leo G. McCarroll
BrS10,Robert Vaughn
BrS10,David McCallum
BrS10,Leo G. McCarroll
BrW5,Bette Davis
BrW5,Robert Montgomery
BrW5,Fay Bainter
BrW5,Betty Lynn
BrW5,Jerome Cowan
BrW5,Barbara Bates
BrW5,Tom Tully
BrW5,Debbie Reynolds
BrW10,Humphrey Bogart
BrW10,Everett Sloane
BrW10,Zero Mostel
BrW10,Ted deCorsica
BrW10,Roy Roberts
BrW10,King Donovan
BrW13,Barry Nelson
BrW13,Peter Lorre
BrW13,Linda Christian
BrW16,Van Johnson
BrW16,Claude Rains
BrW16,Jim Backus
BrW16,Kay Starr
BrW100,Roger Moore
BrW100,Hazel Court
BrW100,Alan Napier
BrW100,Gertrude Flynn
BrW100,Richard Lupino
BrW100,Barry Harvey
BrW100,Ralph Clanton
BrW100,Richard Lupino
BrW100,Louis G. Mercier
BrW101,Dennis Day
BrW101,Alice Backer
BrW101,Fred Essler
BrW101,Lack Lambert
BrW101,Gage Clarke
BrW101,Frank Richards
BS1,Anjelica Huston
BS1,Raul Julia
BS1,Christopher Lloyd
BS1,Christina Ricci
BS1,Jimmy Workman
BS1,Judith Malina
BS1,Elizabeth Wien
BS1,Dan Hedaya
BS1,Dana Ivey
BS1,Christopher Hart
BS1,Laurie Wallis
BS1,Valerie Wallis
BS1,Cal Struyker
BS1,Carol Kane
BS4,Michael . Fox
BS4,Anthony Higgins
BS4,Gabrielle Anwar
BS4,Michael Tucker
BS4,Isaac Mizrahi
BS5,Anjelica Huston
BS5,Raul Julia
BS5,Christopher Lloyd
BS5,Joan Cusack
BS5,Christina Ricci
BS5,Jimmy Workman
BS5,Judith Malina
BS5,David Krumholtz
BS5,Christopher Hart
BS5,Kaitlyn Hooper
BS5,Kristin Hooper
BS5,Cal Struyker
BS6,Michael J. Fox
BS6,Gabrielle Anwar
BS6,Anthony Higgins
BS6,Michael Tucker
BS6,s a
BS6,Christian Hanover
BS6,Dan Hedaya
BS6,s a
BS6,s a
BS6,s a
BS8,Martin W.
BS8,Gene Hackman
BS8,John Travolta
BS8,Danny deVito
BS8,Renee Russo
BS8,Morgan Freeman?
BS8,s a
BS8,s a
BS8,s a
BS8,Martin Ferraro
BS8,John Gries
BS10,Tommy Lee Jones
BS10,Will Smith
BS10,Vincent DOnofrio
BS10,Linda Fiorentino
BS15,Kenneth Branagh
BS15,Will Smith
BS15,Kevin Kline
BS15,Salma Havek
BS15,s a
BS15,s a
BSc11,Penny Peterson
BSc20,Mickey Rourke
