id,title,director,year
RTh9,Tarzan's Secret Treasure,R.Thorpe,1941
RTh10,Tarzan's New York Adventure,R.Thorpe,1942
RTh11,White Cargo,R.Thorpe,1942
RTh12,Above Suspicion,R.Thorpe,1943
RTh15,The Thin Man Goes Home,R.Thorpe,1945
RTh23,A Date With Judy,R.Thorpe,1948
RTh25,The Sun Comes Up,R.Thorpe,1949
RTh26,Challenge to Lassie,R.Thorpe,1949
RTh27,Three Little Words,R.Thorpe,1950
RTh30,The Great Caruso,R.Thorpe,1951
RTh32,Ivanhoe,R.Thorpe,1952
RTh35,The Prisoner of Zenda,R.Thorpe,1953
RTh37,Ivanhoe,R.Thorpe,1953
RTh40,Knights of the Round Table,R.Thorpe,1954
RTh42,The Student Prince,R.Thorpe,1954
RTh52,The Venetian Affair,R.Thorpe,1954
RTh53,The Prodigal Son,R.Thorpe,1955
RTh58,Jailhouse Rock,R.Thorpe,1957
TG8,One Way Passage,Garnett,1932
TG11,China Seas,Garnett,1935
TG15,Stand-In,Garnett,1937
TG16,Love is News,Garnett,1937
TG17,The Slave Ship,Garnett,1937
TG19,Eternally Yours,Garnett,1939
TG20,Trade Winds,Garnett,1939
TG21,Seven Sinners,Garnett,1940
TG22,Cheers for Miss Bishop,Garnett,1941
TG27,Mrs.~Parkinton,Garnett,1944
TG30,The Postman Always Rings Twice,Garnett,1946
TG32,A Connecticut Yankee in King Arthur's Court,Garnett,1949
TG39,The Black Knight,Garnett,1954
TG42,The Delta Factor,Garnett,1970
WaF10,The Ghost Train,W.Forde,1931
WaF15,Rome Express,W.Forde,1932
WaF20,Chu Chin Chow,W.Forde,1934
WaF25,Bulldog Jack,W.Forde,1935
WaF35,Saloon Bar,W.Forde,1940
WaF40,The Ghost Train,W.Forde,1941
WaF45,Atlantic Ferry,W.Forde,1941
WaF48,Charley's Bighearted Aunt,W.Forde,1941
WaF50,It's that Man Again,W.Forde,1942
WD1,Steamboat Willie,Disney,1928
WD2,Flowers and Trees,Disney,1932
WD101,Snow White and the Seven Dwarfs,Disney,1937
WD102,Pinocchio,Disney,1939
WD103,Fantasia,Disney,1940
WD105,The Three Caballeros,Disney,1945
AD10,Arsenal,Dovzhenko,1929
AD20,Earth,Dovzhenko,1930
AD30,Ivan,Dovzhenko,1932
AD40,Aerograd,Dovzhenko,1935
AD50,Life in Blossom,Dovzhenko,1947
ArR10,The Informer,Robinson,1929
BVi5,Seven Faces,Viertel,1929
BVi10,The Wise Sex,Viertel,1931
BVi12,The Man from Yesterday,Viertel,1932
BVi20,Rhodes of Africa,Viertel,1931
CJu10,So ist das Leben,Junghans,1929
DGz10,Ramona,Gaziadis,1929
ELa10,Der Teufelsreporter,E.Laemmle,1929
FRJ30,Bulldog Drummond,F.R.Jones,1929
GgA3,Manslaughter,Abbott,1930
GgA8,Boy Meets Girl,Abbott,1938
GgA9,Too Many Girls,Abbott,1940
HnS10,The Wonderful Life of Nina Petrovna,Schwarz,1929
HPo10,Show Boat,Pollard,1929
ICr2,The Dance of Life,Cromwell,1929
ICr4,Street of Chance,Cromwell,1930
ICr5,Tom Sawyer,Cromwell,1930
ICr6,The Texan,Cromwell,1930
ICr7,For the Defense,Cromwell,1930
ICr10,The Vice Squad,Cromwell,1931
ICr15,Sweepings,Cromwell,1933
ICr16,The Silver Cord,Cromwell,1933
ICr19,Of Human Bondage,Cromwell,1934
ICr24,Little Lord Fauntleroy,Cromwell,1936
ICr25,Banjo on my Knee,Cromwell,1936
ICr27,The Prisoner of Zenda,Cromwell,1937
ICr28,Algiers,Cromwell,1938
ICr30,Made for Each Other,Cromwell,1939
ICr35,Since You Went Away,Cromwell,1944
ICr36,The Enchanted Cottage,Cromwell,1945
ICr38,Anna and the King of Siam,Cromwell,1946
ICr40,Dead Reckoning,Cromwell,1947
ICr42,The Company She Keeps,Cromwell,1951
IFD20,Kismet,Dillon,1930
IFD25,The Girl of the Golden West,Dillon,1930
IFD50,Call Her Savage,Dillon,1932
IyT10,Blue Express,Trauberg,1929
JdL10,Jealousy,deLimur,1929
JdL12,The Letter,deLimur,1929
JGr5,"Da\""inah la M\'etisse",Gremillon,1931
JGr15,Remorques,Gremillon,1939
JGr18,Lumieres d'Et/'e,Gremillon,1942
JGr23,L'Etrange Monsieur Victor,Gremillon,1949
JGr30,Pattes Blanches,Gremillon,1949
JS1,Cocoanuts,Santley,1929
JS5,Million Dollar Baby,Santley,1934
JS36,Remember Pearl Harbor,Santley,1942
JS42,Brazil,Santley,1944
LiB1,Madame X,Barrymore,1929
LiB2,The Unholy Night,Barrymore,1929
LiB3,The Green Ghost,Barrymore,1929
LiB4,His Glorious Night,Barrymore,1930
LiB5,The Rogue Song,Barrymore,1930
LiB6,Ten Cents A dance,Barrymore,1931
LMC6,The Kid From Spain,McCarey,1932
LMC9,Duck Soup,McCarey,1933
LMC12,Ruggles of Red Gap,McCarey,1935
LMC13,The Milky Way,McCarey,1936
LMC14,Make Way for Tomorrow,McCarey,1937
LMC15,The Awful Truth,McCarey,1937
LMC16,Love Affair,McCarey,1939
LMC18,Going My Way,McCarey,1944
LMC19,The Bells of St.~Mary's,McCarey,1945
LMC23,An Affair to Remember,McCarey,1957
LMC24,Heaven Knows Mr.~Allison,McCarey,1957
LuR8,Rio Rita,L.Reed,1929
LuR10,Hit the Deck,L.Reed,1930
McR10,The Third Eye,Rogers,1929
McR40,Busman's Holiday,Rogers,1936
McR50,Woman to Woman,Rogers,1946
McR60,The Story of Shirley Yorke,Rogers,1949
McR80,Johnny on the Spot,Rogers,1954
McR90,Not a Hope in Hell,Rogers,1960
MkD3,The Pigeon,Donskoi,1929
MkD5,Alien Shore,Donskoi,1930
MkD7,Fire,Donskoi,1931
MkD10,The Childhood of Maxim Gorki,Donskoi,1938
MkD11,Out in the World,Donskoi,1939
MkD12,My Universities,Donskoi,1940
MkD15,How the Steel was Tempered,Donskoi,1942
MkD17,The Rainbow,Donskoi,1944
MkD20,The Village teacher,Donskoi,1947
MkD30,Mother,Donskoi,1956
MkD35,Gordeyev's Family,Donskoi,1959
MkD40,A Mother's Heart,Donskoi,1966
MkD41,A Mother's Devotion,Donskoi,1967
MkD47,Nadyezhda,Donskoi,1973
NoL8,Streets of London,N.Lee,1929
NoL22,Pride of the Force,N.Lee,1932
NoL26,No Escape,N.Lee,1996
NoL28,French Leave,N.Lee,1937
NoL30,Bulldog Drummond at Bay,N.Lee,1937
NoL32,Almost a Honeymoon,N.Lee,1938
NoL34,Murder in Soho,N.Lee,1939
NoL36,The Door with Seven Locks,N.Lee,1940
NoL45,The Monkey's Paw,N.Lee,1948
NoL48,The Case of Chatles Peace,N.Lee,1949
NoL52,The Girl who Couldn't Quite,N.Lee,1950
PJ7,"Mutter Krausens Fahrt ins Gl\""uck",Jutzi,1929
PJ12,Berlin-Alexanderplatz,Jutzi,1931
RdR10,Gold Diggers of Broadway,delRuth,1929
RdR14,Terror,delRuth,1931
RdR30,Blonde Crazy,delRuth,1931
RdR32,The Maltese Falcon,delRuth,1931
RdR37,Taxi!,delRuth,1932
RdR38,Blessed Event,delRuth,1932
RdR40,Employees' Entrance,delRuth,1933
RdR44,Lady Killer,delRuth,1933
RdR46,Bulldog Drummond Strikes Back,delRuth,1934
RdR38,Upperworld,delRuth,1934
RdR48,Folies Bergere,delRuth,1935
RdR50,Thanks a Million,delRuth,1935
RdR52,Born to Dance,delRuth,1936
RdR53,Broadway Melody of 1936,delRuth,1936
RdR54,On the Avenue,delRuth,1937
RdR56,Broadway Melody of 1938,delRuth,1938
RdR61,He Married his Wife,delRuth,1940
RdR62,Topper Returns,delRuth,1941
RdR63,The Chocolate Soldier,delRuth,1941
RdR64,Topper Returns,delRuth,1941
RdR66,Maisie Gets Her Man,delRuth,1942
RdR68,DuBarry Was a Lady,delRuth,1943
RdR70,The Babe Ruth Story,delRuth,1948
RdR72,West Point Story,delRuth,1950
RdR76,Stop! You're Killing Me,delRuth,1952
RdR80,Phantom of the Rue Morgue,delRuth,1954
RdR90,Why Must I Die?,delRuth,1960
RM1,Applause,Mamoulian,1929
RM2,City Streets,Mamoulian,1931
RM3,Dr.~Jekyll and Mr.~Hyde,Mamoulian,1932
RM4,Love Me Tonight,Mamoulian,1932
RM5,Song of Songs,Mamoulian,1933
RM6,Queen Christina,Mamoulian,1933
RM--,Oklahoma,Mamoulian,1934
RM7,We Live Again,Mamoulian,1934
RM8,Becky Sharp,Mamoulian,1935
RM9,The Gay Desperado,Mamoulian,1936
RM10,"High, Wide, and Handsome",Mamoulian,1937
RM11,Golden Boy,Mamoulian,1939
RM12,The Mark of Zorro,Mamoulian,1940
RM13,Blood and Sand,Mamoulian,1940
RM14,Rings on her Fingers,Mamoulian,1942
RM15,Summer Holiday,Mamoulian,1948
RM16,Silk Stockings,Mamoulian,1957
RSi2,Menschen am Sonntag,R.Siodmak,1929
RSi14,Pi\`eges,R.Siodmak,1939
RSi17,Son of Dracula,R.Siodmak,1943
RSi18,Cobra Woman,R.Siodmak,1944
RSi20,Phantom Lady,R.Siodmak,1944
RSi25,The Spiral Staircase,R.Siodmak,1945
RSi29,Nocturne,R.Siodmak,1946
RSi30,The Killers,R.Siodmak,1946
RSi31,The Dark Mirror,R.Siodmak,1946
RSi40,Criss Cross,R.Siodmak,1948
RSi41,The Spiral Staircase,R.Siodmak,1948
RSi45,The Crimson Pirate,R.Siodmak,1952
ThF5,Whoppee,Freeland,1930
ThF6,Be Yourself,Freeland,1930
ThF11,Love Affair,Freeland,1932
ThF15,Flying Down to Rio,Freeland,1933
ThF17,George White's Scandals,Freeland,1934
ThF25,So This is London,Freeland,1939
ThF30,Too Many Blondes,Freeland,1941
TRu10,La Iocandiera,Ruggiero,1929
WeK10,"Br\""uder",Hochbaum,1929
WTh3,Drei von der Tankstelle,Thiele,1930
WTh5,Lottery Lover,Thiele,1934
WTh10,The Jungle Princess,Thiele,1936
WTh18,Tarzan Triumphs,Thiele,1943
WTh19,Tarzan's Desert Mystery,Thiele,1943
WTh23,Madonna's Secret,Thiele,1946
xGa10,St.Joan -- The Maid,Gastyne,1929
Z4910,Black and Tan,Unknown49,1929
Z4911,St.~Louis Blues,Unknown49,1929
Z4914,Hi de Ho,Unknown49,1930
Z4915,Jitterbig Party,Unknown49,1931
Z4917,Bundle of Blues,Unknown49,1933
Z4920,Symphony in Black,Unknown49,1935
BDn2,Escape,Dean,1932
BDn5,The Impassive Footman,Dean,1932
BDn7,The Constant Nymph,Dean,1933
BDn9,Java Head,Dean,1934
BDn11,Sing as We Go,Dean,1934
BDn13,Lorna Doone,Dean,1935
BDn20,Twenty-one Days,Dean,1939
GBW10,The Chinese Bungalow,J.B.Williams,1930
GC1,Grumpy,Cukor,1930
GC2,Virtous Sin,Cukor,1930
GC3,The Royal Family of Broadway,Cukor,1931
GC4,Tarnished Lady,Cukor,1931
GC5,Girls About Town,Cukor,1931
GC6,One Hour with You,Cukor,1932
GC7,What Price Hollywood,Cukor,1932
GC8,A Bill of Divorcement,Cukor,1932
GC9,Rockabye,Cukor,1932
GC10,Our Betters,Cukor,1933
GC11,Dinner at Eight,Cukor,1933
GC12,Little Women,Cukor,1933
GC13,David Copperfield,Cukor,1934
GC14,Sylvia Scarlett,Cukor,1936
GC15,Romeo and Juliet,Cukor,1936
GC16,Camille,Cukor,1936
GC17,Holiday,Cukor,1936
GC18,Zaza,Cukor,1938
GC19,The Women,Cukor,1939
GC20,Susan and God,Cukor,1940
GC21,The Philadelphia Story,Cukor,1940
GC22,A Woman's Face,Cukor,1942
GC23,Two-Faced Woman,Cukor,1942
GC24,Her Cardboard Lover,Cukor,1942
GC25,Keeper of the Flame,Cukor,1943
GC26,Gaslight,Cukor,1944
GC27,Winged Victory,Cukor,1944
GC28,Desire Me,Cukor,1947
GC29,A Double Life,Cukor,1947
GC30,Adam's Rib,Cukor,1949
GC31,Edward My Son,Cukor,1950
GC32,A Life of her Own,Cukor,1950
GC33,Born Yesterday,Cukor,1950
GC34,The Model and the Marriage Broker,Cukor,1952
GC35,The Marrying Kind,Cukor,1952
GC36,Pat and Mike,Cukor,1952
GC37,The Actress,Cukor,1953
GC38,It Should Happen to You,Cukor,1954
GC39,A Star is Born,Cukor,1954
GC40,Bhowani Junction,Cukor,1956
GC41,Les Girls,Cukor,1957
GC42,Wild is the Wind,Cukor,1957
GC43,Heller in Pink Tights,Cukor,1959
GC44,Song Without End,Cukor,1960
GC45,Let's Make Love,Cukor,1960
GC46,The Chapman Report,Cukor,1962
GC47,Something's Got To Give,Cukor,1963
GC48,My Fair Lady,Cukor,1963
GC49,Justine,Cukor,1969
GC50,Travels with my Aunt,Cukor,1973
GC51,Love Among the Ruins,Cukor,1975
GC52,The Blue Bird,Cukor,1976
GC53,The Corn is Green,Cukor,1979
GC54,Rich and Famous,Cukor,1981
HAA10,Laughter,dAbbabie,1930
HAA15,Topaze,dAbbabie,1933
HHu1,Hell's Angels,H.Hughes,1930
HHu2,The Outlaw,H.Hughes,1948
HHu3,Vendetta,H.Hughes,1950
HMF10,Harmony at Home,MacFadden,1930
HMF20,Charlie Chan Carries On,MacFadden,1931
HMF22,Black Camel,MacFadden,1931
HMF25,Charlie Chan's Greatest Case,MacFadden,1933
HMF30,Second Hand Wife,MacFadden,1933
HoH10,The Big Pond,Henley,1930
HoH12,Bad Sister,Henley,1931
HPC10,The Silent Enemy,H.Carver,1930
IB8,Broken Blossoms,Brahm,1936
IB14,Escape to Glory,Brahm,1940
IB16,The Undying Monster,Brahm,1942
IB17,Tonight We Raid Calais,Brahm,1942
IB18,Wintertime,Brahm,1943
IB19,The Lodger,Brahm,1944
IB20,Hangover Square,Brahm,1944
IB21,Guest in the House,Brahm,1944
IB22,The Locket,Brahm,1946
IB30,The Mad Magician,Brahm,1954
IB100,A Night With the Boys,Brahm,1959
IB101,Dry Run,Brahm,1959
IB102,Madame Mystery,Brahm,1960
IB103,The Cuckoo Clock,Brahm,1960
IB104,The Hero,Brahm,1960
IB105,Insomnia,Brahm,1960
IB106,The Five-Forty-Eight,Brahm,1960
IB107,Pen Pal,Brahm,1960
IB108,The Throwback,Brahm,1961
IB109,Don't Look Behind You,Brahm,1962
IB110,Death and the Joyful Woman,Brahm,1963
IB111,Murder Case,Brahm,1964
IB112,Final Performance,Brahm,1965
IB113,The Trap,Brahm,1965
IB150,Hot Rods to Hell,Brahm,1967
JC1,Le Sang d'un Po\'ete,Cocteau,1930
JC6,La Belle et la B\^ete,Cocteau,1946
JC9,Les Parents Terribles,Cocteau,1949
JC10,Orph\'ee,Cocteau,1949
JC11,Le Testament d'Orph\'ee,Cocteau,1959
JPa7,Hog Wild,Parrott,1930
JPa8,Blotto,Parrott,1930
JPa9,Jailbirds,Parrott,1931
JPa10,Helpmates,Parrott,1932
JPa12,The Music Box,Parrott,1932
JPa14,County Hospital,Parrott,1932
JPa40,"Sing, Sister, Sing",Parrott,1935
JVi10,Z\'ero de Conduite,Vigo,1932
JVi11,Taris de Natation,Vigo,1932
JVi21,A propos de Nice,Vigo,1934
JVi23,L'Atalante,Vigo,1934
JW1,Waterloo Bridge,Whale,1931
JW2,Frankenstein,Whale,1931
JW4,The Old Dark House,Whale,1932
JW6,The Invisible Man,Whale,1933
JW9,The Bride of Frankenstein,Whale,1935
JW10,Remember Last Night,Whale,1935
JW11,Show Boat,Whale,1936
JW16,Port of Seven Seas,Whale,1938
JW17,The Man in the Iron Mask,Whale,1939
JW18,Green Hell,Whale,1940
LSw10,Follow Thru,Schwab,1930
MdO10,Douro: Fana Fluvial,deOliveira,1931
MdO30,Aniki-B/'ob\'o,deOliveira,1942
MdO60,Acto da Primavera,deOliveira,1962
MdO62,A Ca{\c}ca,deOliveira,1964
MdO70,Benilde ou a Virgem M\~ae,deOliveira,1975
MdO75,Amor de Perdi{\cc\~a}o,deOliveira,1978
MdO81,Francisca,deOliveira,1981
MdO85,Sapato de Setim,deOliveira,1985
MdO87,O Meu Caso,deOliveira,1986
MdO100,"No, or the Vain Glory of Command",deOliveira,1990
MdO105,A Divina Com\'edia,deOliveira,1986
MdO111,O Dia do Desespero,deOliveira,1992
MdO115,Vale Abrao,deOliveira,1992
MdO121,The Letter,deOliveira,1999
MOp3,Die Verkaufte Braut,Max~Ophuls,1932
MOp4,Liebelei,Max~Ophuls,1932
MOp5,Une Histoire d'Ammour,Max~Ophuls,1933
MOp8,Trouble With Money,Max~Ophuls,1934
MOp11,Yoshimara,Max~Ophuls,1937
MOp12,Werther,Max~Ophuls,1938
MOp14,The Exile,Max~Ophuls,1947
MOp15,Caught,Max~Ophuls,1948
MOp16,Letter From an Unknown Woman,Max~Ophuls,1948
MOp18,The Reckless Moment,Max~Ophuls,1949
MOp19,La Ronde,Max~Ophuls,1950
MOp20,Le Plaisir,Max~Ophuls,1952
MOp21,Madame de,Max~Ophuls,1953
MOp22,Lola Montes,Max~Ophuls,1955
MOp30,Banana Peel,Max~Ophuls,1968
MSa6,The Gay Divorcee,Sandrich,1934
MSa7,Top Hat,Sandrich,1935
MSa8,Follow the Fleet,Sandrich,1936
MSa9,A Woman Rebels,Sandrich,1936
MSa10,Shall We Dance,Sandrich,1937
MSa12,Carefree,Sandrich,1938
MSa16,Holiday Inn,Sandrich,1942
MSa19,Here Come the Waves,Sandrich,1944
NGr10,Good News,Grinde,1930
NGr20,Before I Hang,Grinde,1940
RBe10,Tarakanova,Bernard,1930
RMi8,Outward Bound,Milton,1930
RM110,Westward Passage,Milton,1932
SGB10,Rogue of the Rio Grande,Bennet,1930
SGB30,Mysteriouys Pilot,Bennet,1937
SGB50,Arizona Bound,Bennet,1942
SGB60,Superman,Bennet,1948
SGB75,Batman and Robin,Bennet,1948
SGB90,Adventures of Sir Galahad,Bennet,1951
SGB110,Brave Warrior,Bennet,1952
SGB120,The Atomic Submarine,Bennet,1960
SGB130,The Bounty Killer,Bennet,1965
SlD10,"K\""uhle Wampe",Dudow,1932
Z1110,They Knew What They Wanted,Unknown11,1928
Z1120,They Knew What They Wanted,Unknown11,1930
Z3010,The Second Floor Mystery,UnYear30,1930
Z3011,Too Young to Marry,UnYear30,1931
CWi10,So Lang noch ein Waltzer von Strauss Erklingt,C.Wiene,1931
ELC2,Law and Order,E.L.Cahn,1932
ELC195,Curse of the Faceless Man,E.L.Cahn,1958
ELC200,"Pier 5, Havana",E.L.Cahn,1959
ELC201,The Four Skulls of Jonathan Drake,E.L.Cahn,1959
ELC202,Riot in Juvenile Prison,E.L.Cahn,1959
ELC203,Invisible Invaders,E.L.Cahn,1959
ELC204,Vice Raid,E.L.Cahn,1959
ELC205,Inside the Mafia,E.L.Cahn,1959
ETG3,Train of the Suicides,Greville,1931
ETG10,Beat Girl,Greville,1960
ETG12,The Hands of Orlac,Greville,1961
FNK2,"So Ein M\""adel Vergisst Man Nicht",Kortner,1933
FNK6,Lysistrata,Kortner,1962
GeG10,Out of the Blue,Gerrard,1931
GeK1,Too Many Crooks,G.King,1931
GeK5,"Sweeny Todd, the Demon Barber of Fleet Street",G.King,1936
GeK10,The Chinese Bungalow,G.King,1939
GeK20,Tomorrow We Live,G.King,1942
GeK25,Candlelight in Algeria,G.King,1942
GeK30,The Shop at Sly Corner,G.King,1946
IAg10,Paradise Alley,Argyle,1931
IAg12,Smiling Along,Argyle,1931
IAg10,Send For Paul Temple,Argyle,1931
JNm25,Dangerous Crossing,J.Newman,1953
JNm30,This Island Earth,J.Newman,1955
JNm32,Flight to Hong Kong,J.Newman,1956
JNm40,"Tarzan, The Ape Man",J.Newman,1959
JNm60,Dear Uncle George,J.Newman,1963
JNm61,Death of A Cop,J.Newman,1963
JNm62,Three Wives Too Many,J.Newman,1964
JNm63,Beast in View,J.Newman,1964
JNm64,The Gentleman Caller,J.Newman,1964
JNm65,Body in the Barn,J.Newman,1964
JNm66,See the Monkey Dance,J.Newman,1964
JNm67,Misadventure,J.Newman,1964
JNm68,An Unlocked Window,J.Newman,1965
JNm69,The Second Wife,J.Newman,1965
JuW10,Sidewalks of New York,J.White,1931
JWR2,Secret Service,J.W.Ruben,1931
JWR7,The Great Jasper,J.W.Ruben,1931
JWR8,The Phantom of Crestwood,J.W.Ruben,1932
JWR9,Ace of Aces,J.W.Ruben,1935
JWR12,Java Head,J.W.Ruben,1935
JWR13,Public Hero Number One,J.W.Ruben,1935
LHe2,Rose France,LHerbier,1919
LHe4,El Dorado,LHerbier,1921
LHe6,L'inhumaine,LHerbier,1923
LHe10,The Mystery of the Yellow Room,LHerbier,1930
LHe30,The Queen's Necklace,LHerbier,1947
MAl2,Fanny,M.Allegret,1932
MAl5,Zou Zou,M.Allegret,1934
MAl13,Lady Chatterley's Lover,M.Allegret,1955
MBa10,Almost a Honeymoon,Banks,1931
MBa15,Tonight's the Night,Banks,1932
MBa25,No Limit,Banks,1935
MBa27,Keep Your Seats Please,Banks,1936
MBa32,We're Going to be Rich,Banks,1938
MBa40,Great Guns,Banks,1941
NML1,Monkey Business,McLeod,1931
NML2,Horse Feathers,McLeod,1932
NML4,Alice In Wonderland,McLeod,1933
NML5,It's a Gift,McLeod,1934
NML7,Topper,McLeod,1937
NML10,Topper Takes a Trip,McLeod,1938
NML20,Swing Shift Maisie,McLeod,1943
NML21,The Kid from Brooklyn,McLeod,1946
NML22,The Secret Life of Walter Mitty,McLeod,1947
NML23,The Paleface,McLeod,1947
NML24,Road to Rio,McLeod,1947
NML31,Casanova's Big Night,McLeod,1954
OrL10,Daphnis and Chloe,Laskos,1931
OsM10,The Exile,Micheaux,1931
StW6,The Eagle and the Hawk,S.Walker,1933
StW7,White Woman,S.Walker,1933
StW9,Great Expectations,S.Walker,1934
StW10,Werewolf of London,S.Walker,1935
StW13,Bulldog Drummond's Bride,S.Walker,1939
WCM2,The Spider,Menzies,1931
WCM3,Almost Married,Menzies,1932
WCM6,Things To Come,Menzies,1936
WCM22,Address Unknown,Menzies,1944
WCM32,Invaders From Mars,Menzies,1954
xFl10,"Luise, K\""onigin von Preussen",Frohlich,1931
YAl3,Une Si Jolie Petite Plage,Y.Allegret,1948
YAl10,Les Orgeilleux,Y.Allegret,1953
EDF10,Side Street Story,DeFilippo,1952
AL2,Nie wieder Liebe,Litvak,1932
AL8,Mayerling,Litvak,1936
AL9,The Woman I Love,Litvak,1937
AL10,Tovarich,Litvak,1937
AL11,The Amazing Dr.Clitterhouse,Litvak,1938
AL12,All This and Heaven Too,Litvak,1940
AL13,Castle on the Hudson,Litvak,1940
AL14,Confessions of a Nazi Spy,Litvak,1939
AL16,City for Conquest,Litvak,1940
AL20,The Long Night,Litvak,1947
AL21,Sorry Wrong Number,Litvak,1948
AL22,The Snake Pit,Litvak,1948
AL23,Decision before Dawn,Litvak,1952
AL26,Anastasia,Litvak,1956
AL27,The Journey,Litvak,1959
AlH8,Little Miss Marker,A.Hall,1934
AlH10,Going to Town,A.Hall,1935
AlH21,The Doctor Takes a Wife,A.Hall,1940
AlH22,He Stayed for Breakfast,A.Hall,1940
AlH23,This Thing Called Love,A.Hall,1940
AlH24,Here Comes Mr.~Jordan,A.Hall,1941
AlH27,My Sister Eileen,A.Hall,1942
AlH30,Once Upon A Time,A.Hall,1944
AlH36,Because You're Mine,A.Hall,1952
AlH38,Let's do it Again,A.Hall,1953
ARs10,Goona-Goona,Roosevelt,1932
CMF1,Vanity Fair,Ch.Franklin,1932
EaK8,Island of Lost Souls,Kenton,1932
EaK10,From Hell to Heaven,Kenton,1933
EaK30,The Cat Creeps,Kenton,1933
EaK50,Who Done It?,Kenton,1942
EaK51,Pardon my Sarong,Kenton,1942
EaK60,House of Dracula,Kenton,1945
EBz5,Virtue,Buzzell,1932
EBz10,Ann Carver's Profession,Buzzell,1933
EBz15,Cross Country Cruise,Buzzell,1934
EBz20,Transient Lady,Buzzell,1935
EBz25,As Good as Married,Buzzell,1937
EBz30,At the Circus,Buzzell,1939
EBz35,Go West,Buzzell,1940
EBz40,Ship ahoy,Buzzell,1942
EBz45,The Youngest Profession,Buzzell,1940
EBz46,The Getaway,Buzzell,1946
EBz50,Easy To Wed,Buzzell,1946
EBz55,Song of the Thin Man,Buzzell,1947
EBz60,Neptune's Daughter,Buzzell,1949
EBz65,A Woman of Distinction,Buzzell,1950
EBz70,Confidentially Connie,Buzzell,1953
EBz75,Aint Misbehavin',Buzzell,1955
EBz80,Mary Had a Little,Buzzell,1961
ElN1,The Mouthpiece,Nugent,1932
ElN2,If I Were Free,Nugent,1933
ElN3,Three Cornered Moon,Nugent,1933
ElN5,She Loves Me Not,Nugent,1935
ElN7,Never Say Die,Nugent,1939
ElN8,The Cat and The Canary,Nugent,1939
ElN10,Nothing But the Truth,Nugent,1941
ElN11,The Male Animal,Nugent,1942
ElN13,My Favourite Brunette,Nugent,1947
ElN14,My Girl Tisa,Nugent,1948
ElN15,The Great Gatsby,Nugent,1949
ElN20,Just for You,Nugent,1952
ELM2,The Death Kiss,E.Marin,1932
ELM8,The Casino Murder Case,E.Marin,1935
ELM15,A Christmas Carol,E.Marin,1938
ELM17,Maisie,E.Marin,1939
ELM19,Gold Rush Maisie,E.Marin,1940
ELM21,Maisie Was a Lady,E.Marin,1940
ELM22,Show Business,E.Marin,1944
ELM24,Tall in the Saddle,E.Marin,1944
ELM26,Johnny Angel,E.Marin,1945
ELM29,Lady Luck,E.Marin,1946
ELM31,Race Street,E.Marin,1948
ELM33,Canadian Pacific,E.Marin,1949
ELM35,Colt 45,E.Marin,1950
ELu10,The Man Who Reclaimed His Head,Ludwig,1934
ELu19,Her Husband Lies,Ludwig,1937
ELu20,The Last Gangster,Ludwig,1937
ELu25,That Certain Age,Ludwig,1938
ELu30,Swiss Family Robinson,Ludwig,1940
ELu34,The Man Who Lost Himself,Ludwig,1941
ELu39,The Fighting Seabees,Ludwig,1944
ELu45,Wake of the Red Witch,Ludwig,1948
ELu49,Caribbean,Ludwig,1952
ELu50,Sangaree,Ludwig,1953
ELu60,The Gun Hawk,Ludwig,1963
FBu5,Bring Them Back Alive,Buck,1932
FBu8,Wild Cargo,Buck,1934
FBu10,Fang and Claw,Buck,1936
FBu12,Jungle Menace,Buck,1937
FBu20,"Icare, Killer of the Amazon",Buck,1942
FrW1,Play Girl,Woodruff,1932
FrW10,Lady Scarface,Woodruff,1941
HBH10,Charlie Chan15at the Racetrack,Humberstone,1936
HBH15,Charlie Chan at the Opera,Humberstone,1936
HBH20,Charlie Chan at the Olympics,Humberstone,1937
HBH25,Charlie Chan in Honolulu,Humberstone,1937
HBH30,Sun Valley Serenade,Humberstone,1941
HBH31,I Wake up Screaming,Humberstone,1941
HBH35,"Hello, Frisco, Hello",Humberstone,1943
HBH40,Wonder Man,Humberstone,1945
HBH45,Three Little Girls in Blue,Humberstone,1946
HBH50,Fury at Furnace Creek,Humberstone,1948
HBH55,East of Java,Humberstone,1949
HBH60,She's Working Her Way Through College,Humberstone,1952
HBH68,Tarzan and the Lost Safari,Humberstone,1957
HBH70,Tarzan's Fight for Life,Humberstone,1958
HBH72,Tarzan and the Trappers,Humberstone,1958
HBH75,Madison Avenue,Humberstone,1961
HBH90,Without a Trace,Humberstone,1983
HeE3,The Barton Mystery,H.Edwards,1933
HeE10,Scrooge,H.Edwards,1935
HHa3,Man of the Forest,Hathaway,1933
Hha5,Arabian Nights,Hathaway,1933
HHa10,Now and Forever,Hathaway,1934
HHa12,Lives of a Bengal Lancer,Hathaway,1935
HHa13,Peter Ibbetson,Hathaway,1935
HHa15,Go West Young Man,Hathaway,1936
HHa16,The Trail of the Lonesome Pine,Hathaway,1936
HHa20,"Brigham Young, Frontiersman",Hathaway,1940
HHa21,Johnny Apollo,Hathaway,1940
HHa22,Sheppard of the Hills,Hathaway,1941
HHa27,Nob Hill,Hathaway,1945
HHa28,The House on 92nd Street,Hathaway,1945
HHa31,Kiss of Death,Hathaway,1947
